Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$N_u (kN)$
Cold-formed,100,100,26.66666667,13.33333333,2210,64.44005966,550,1321.264125
Cold-formed,100,100,20,10,2210,61.43004333,553.9978608,1115.912375
Cold-formed,100,100,13.33333333,6.666666667,2210,58.74557863,558.6087984,830.6703125
Cold-formed,100,100,10,5,2210,57.50650735,559.1903779,653.3001875
Cold-formed,100,100,8,4,2210,56.79254131,558.9148758,534.468625
Cold-formed,100,100,6.666666667,3.333333333,2210,56.3281352,558.4337686,446.4304375
Cold-formed,100,100,5,2.5,2210,55.76009348,557.442434,303.88625
Cold-formed,100,100,3.555555556,1.777777778,2210,55.27858051,556.1578065,165.7712031
Cold-formed,100,100,26.66666667,13.33333333,2410,70.27173927,550,1207.149125
Cold-formed,100,100,20,10,2410,66.98932327,553.9978608,1028.335188
Cold-formed,100,100,13.33333333,6.666666667,2410,64.06192059,558.6087984,769.4748125
Cold-formed,100,100,10,5,2410,62.71071616,559.1903779,606.5995625
Cold-formed,100,100,8,4,2410,61.93213781,558.9148758,497.3653438
Cold-formed,100,100,6.666666667,3.333333333,2410,61.425704,558.4337686,417.0897813
Cold-formed,100,100,5,2.5,2410,60.80625579,557.442434,289.242875
Cold-formed,100,100,3.555555556,1.777777778,2410,60.28116698,556.1578065,159.433625
Cold-formed,100,100,26.66666667,13.33333333,2610,76.10341888,550,1098.278375
Cold-formed,100,100,20,10,2610,72.54860321,553.9978608,942.1859375
Cold-formed,100,100,13.33333333,6.666666667,2610,69.37826255,558.6087984,709.2940625
Cold-formed,100,100,10,5,2610,67.91492497,559.1903779,562.2995
Cold-formed,100,100,8,4,2610,67.07173431,558.9148758,460.9447188
Cold-formed,100,100,6.666666667,3.333333333,2610,66.52327279,558.4337686,387.92675
Cold-formed,100,100,5,2.5,2610,65.85241809,557.442434,274.0952188
Cold-formed,100,100,3.555555556,1.777777778,2610,65.28375345,556.1578065,152.8749219
Cold-formed,100,100,26.66666667,13.33333333,2810,81.93509848,550,995.7629375
Cold-formed,100,100,20,10,2810,78.10788315,553.9978608,859.954375
Cold-formed,100,100,13.33333333,6.666666667,2810,74.69460451,558.6087984,651.171875
Cold-formed,100,100,10,5,2810,73.11913378,559.1903779,516.7508125
Cold-formed,100,100,8,4,2810,72.21133081,558.9148758,425.5244688
Cold-formed,100,100,6.666666667,3.333333333,2810,71.62084159,558.4337686,359.0754063
Cold-formed,100,100,5,2.5,2810,70.8985804,557.442434,257.7003281
Cold-formed,100,100,3.555555556,1.777777778,2810,70.28633992,556.1578065,145.9142031
Cold-formed,100,100,26.66666667,13.33333333,3010,87.76677809,550,900.9643125
Cold-formed,100,100,20,10,3010,83.66716309,553.9978608,782.7971875
Cold-formed,100,100,13.33333333,6.666666667,3010,80.01094647,558.6087984,595.926
Cold-formed,100,100,10,5,3010,78.32334259,559.1903779,474.195875
Cold-formed,100,100,8,4,3010,77.35092731,558.9148758,391.4427813
Cold-formed,100,100,6.666666667,3.333333333,3010,76.71841039,558.4337686,330.8539375
Cold-formed,100,100,5,2.5,3010,75.9447427,557.442434,240.8961094
Cold-formed,100,100,3.555555556,1.777777778,3010,75.28892639,556.1578065,138.7022813
Cold-formed,100,100,26.66666667,13.33333333,3210,93.5984577,550,814.8058125
Cold-formed,100,100,20,10,3210,89.22644303,553.9978608,711.4548125
Cold-formed,100,100,13.33333333,6.666666667,3210,85.32728842,558.6087984,544.1926875
Cold-formed,100,100,10,5,3210,83.5275514,559.1903779,434.086375
Cold-formed,100,100,8,4,3210,82.49052381,558.9148758,358.7905313
Cold-formed,100,100,6.666666667,3.333333333,3210,81.81597918,558.4337686,304.0058438
Cold-formed,100,100,5,2.5,3210,80.99090501,557.442434,223.4221875
Cold-formed,100,100,3.555555556,1.777777778,3210,80.29151287,556.1578065,131.3375313
Cold-formed,100,100,26.66666667,13.33333333,3410,99.4301373,550,737.726375
Cold-formed,100,100,20,10,3410,94.78572296,553.9978608,646.4323125
Cold-formed,100,100,13.33333333,6.666666667,3410,90.64363038,558.6087984,496.3415
Cold-formed,100,100,10,5,3410,88.73176021,559.1903779,396.8009688
Cold-formed,100,100,8,4,3410,87.6301203,558.9148758,328.44225
Cold-formed,100,100,6.666666667,3.333333333,3410,86.91354798,558.4337686,278.6861875
Cold-formed,100,100,5,2.5,3410,86.03706732,557.442434,206.6295469
Cold-formed,100,100,3.555555556,1.777777778,3410,85.29409934,556.1578065,123.9404688
Cold-formed,100,100,26.66666667,13.33333333,3620,105.5534009,550,666.2389375
Cold-formed,100,100,20,10,3620,100.6229669,553.9978608,585.3931875
Cold-formed,100,100,13.33333333,6.666666667,3620,96.22578944,558.6087984,450.7507188
Cold-formed,100,100,10,5,3620,94.19617946,559.1903779,360.9814375
Cold-formed,100,100,8,4,3620,93.02669663,558.9148758,299.20825
Cold-formed,100,100,6.666666667,3.333333333,3620,92.26599521,558.4337686,254.2242031
Cold-formed,100,100,5,2.5,3620,91.33553774,557.442434,189.883625
Cold-formed,100,100,3.555555556,1.777777778,3620,90.54681513,556.1578065,116.2654766
Cold-formed,100,100,26.66666667,13.33333333,3820,111.3850805,550,606.267375
Cold-formed,100,100,20,10,3820,106.1822468,553.9978608,533.781
Cold-formed,100,100,13.33333333,6.666666667,3820,101.5421314,558.6087984,411.8412813
Cold-formed,100,100,10,5,3820,99.40038827,559.1903779,330.2468438
Cold-formed,100,100,8,4,3820,98.16629313,558.9148758,274.0136875
Cold-formed,100,100,6.666666667,3.333333333,3820,97.36356401,558.4337686,233.0747031
Cold-formed,100,100,5,2.5,3820,96.38170004,557.442434,174.9977969
Cold-formed,100,100,3.555555556,1.777777778,3820,95.5494016,556.1578065,109.0799922
Cold-formed,100,100,26.66666667,13.33333333,4020,117.2167601,550,553.3259375
Cold-formed,100,100,20,10,4020,111.7415268,553.9978608,487.9869688
Cold-formed,100,100,13.33333333,6.666666667,4020,106.8584734,558.6087984,377.1231875
Cold-formed,100,100,10,5,4020,104.6045971,559.1903779,302.7046563
Cold-formed,100,100,8,4,4020,103.3058896,558.9148758,251.3527813
Cold-formed,100,100,6.666666667,3.333333333,4020,102.4611328,558.4337686,213.991125
Cold-formed,100,100,5,2.5,4020,101.4278623,557.442434,161.3466563
Cold-formed,100,100,3.555555556,1.777777778,4020,100.5519881,556.1578065,102.2215547
Cold-formed,100,100,26.66666667,13.33333333,4220,123.0484397,550,506.5217188
Cold-formed,100,100,20,10,4220,117.3008067,553.9978608,447.34125
Cold-formed,100,100,13.33333333,6.666666667,4220,112.1748153,558.6087984,346.1874688
Cold-formed,100,100,10,5,4220,109.8088059,559.1903779,278.0914688
Cold-formed,100,100,8,4,4220,108.4454861,558.9148758,231.0459219
Cold-formed,100,100,6.666666667,3.333333333,4220,107.5587016,558.4337686,196.8394375
Cold-formed,100,100,5,2.5,4220,106.4740247,557.442434,148.9070938
Cold-formed,100,100,3.555555556,1.777777778,4220,105.5545745,556.1578065,95.71700781
Cold-formed,100,100,26.66666667,13.33333333,4420,128.8801193,550,465.0350938
Cold-formed,100,100,20,10,4420,122.8600867,553.9978608,411.2159688
Cold-formed,100,100,13.33333333,6.666666667,4420,117.4911573,558.6087984,318.5964688
Cold-formed,100,100,10,5,4420,115.0130147,559.1903779,256.0973438
Cold-formed,100,100,8,4,4420,113.5850826,558.9148758,212.8727969
Cold-formed,100,100,6.666666667,3.333333333,4420,112.6562704,558.4337686,181.4524375
Cold-formed,100,100,5,2.5,4420,111.520187,557.442434,137.6263594
Cold-formed,100,100,3.555555556,1.777777778,4420,110.557161,556.1578065,89.59939063
Cold-formed,100,100,26.66666667,13.33333333,4620,134.7117989,550,428.1492188
Cold-formed,100,100,20,10,4620,128.4193666,553.9978608,379.0297813
Cold-formed,100,100,13.33333333,6.666666667,4620,122.8074992,558.6087984,293.95275
Cold-formed,100,100,10,5,4620,120.2172235,559.1903779,236.4201563
Cold-formed,100,100,8,4,4620,118.7246791,558.9148758,196.5953906
Cold-formed,100,100,6.666666667,3.333333333,4620,117.7538392,558.4337686,167.6479844
Cold-formed,100,100,5,2.5,4620,116.5663493,557.442434,127.4136719
Cold-formed,100,100,3.555555556,1.777777778,4620,115.5597475,556.1578065,83.87411719
Cold-formed,100,100,26.66666667,13.33333333,4820,140.5434785,550,395.23425
Cold-formed,100,100,20,10,4820,133.9786465,553.9978608,350.2667188
Cold-formed,100,100,13.33333333,6.666666667,4820,128.1238412,558.6087984,271.891
Cold-formed,100,100,10,5,4820,125.4214323,559.1903779,218.7792656
Cold-formed,100,100,8,4,4820,123.8642756,558.9148758,181.9883281
Cold-formed,100,100,6.666666667,3.333333333,4820,122.851408,558.4337686,155.2440781
Cold-formed,100,100,5,2.5,4820,121.6125116,557.442434,118.16225
Cold-formed,100,100,3.555555556,1.777777778,4820,120.562334,556.1578065,78.51335156
Cold-formed,100,50,21,10.5,150,4.846353911,550,1466.248375
Cold-formed,100,50,13.33333333,6.666666667,150,4.489854115,556.5925202,994.3220625
Cold-formed,100,50,6.666666667,3.333333333,150,4.23843789,559.3454317,492.4103438
Cold-formed,100,50,3.571428571,1.785714286,150,4.135276829,557.375086,194.59275
Cold-formed,50,100,21,10.5,150,8.625229336,550,1465.936625
Cold-formed,50,100,13.33333333,6.666666667,150,7.862551077,556.5925202,999.579625
Cold-formed,50,100,6.666666667,3.333333333,150,7.295852131,559.3454317,495.8893125
Cold-formed,50,100,3.571428571,1.785714286,150,7.05878345,557.375086,196.1538125
Cold-formed,100,50,21,10.5,200,6.461805215,550,1365.1565
Cold-formed,100,50,13.33333333,6.666666667,200,5.986472153,556.5925202,981.3240625
Cold-formed,100,50,6.666666667,3.333333333,200,5.65125052,559.3454317,488.2648438
Cold-formed,100,50,3.571428571,1.785714286,200,5.513702438,557.375086,191.4860625
Cold-formed,50,100,21,10.5,100,5.750152891,550,1453.260375
Cold-formed,50,100,13.33333333,6.666666667,100,5.241700718,556.5925202,1020.388438
Cold-formed,50,100,6.666666667,3.333333333,100,4.86390142,559.3454317,510.7178125
Cold-formed,50,100,3.571428571,1.785714286,100,4.705855633,557.375086,213.1077813
Cold-formed,100,50,21,10.5,400,12.92361043,550,1457.164625
Cold-formed,100,50,13.33333333,6.666666667,400,11.97294431,556.5925202,984.861375
Cold-formed,100,50,6.666666667,3.333333333,400,11.30250104,559.3454317,478.56525
Cold-formed,100,50,3.571428571,1.785714286,400,11.02740488,557.375086,187.7315625
Cold-formed,50,100,21,10.5,200,11.50030578,550,1354.14
Cold-formed,50,100,13.33333333,6.666666667,200,10.48340144,556.5925202,959.1273125
Cold-formed,50,100,6.666666667,3.333333333,200,9.727802841,559.3454317,476.827
Cold-formed,50,100,3.571428571,1.785714286,200,9.411711267,557.375086,190.4526563
Cold-formed,100,50,21,10.5,600,19.38541564,550,1290.2075
Cold-formed,100,50,13.33333333,6.666666667,600,17.95941646,556.5925202,928.7116875
Cold-formed,100,50,6.666666667,3.333333333,600,16.95375156,559.3454317,476.6333438
Cold-formed,100,50,3.571428571,1.785714286,600,16.54110731,557.375086,187.8372813
Cold-formed,50,100,21,10.5,300,17.25045867,550,1306.298
Cold-formed,50,100,13.33333333,6.666666667,300,15.72510215,556.5925202,941.0773125
Cold-formed,50,100,6.666666667,3.333333333,300,14.59170426,559.3454317,473.453
Cold-formed,50,100,3.571428571,1.785714286,300,14.1175669,557.375086,187.1065313
Cold-formed,100,50,21,10.5,800,25.84722086,550,1229.51925
Cold-formed,100,50,13.33333333,6.666666667,800,23.94588861,556.5925202,890.98975
Cold-formed,100,50,6.666666667,3.333333333,800,22.60500208,559.3454317,470.708875
Cold-formed,100,50,3.571428571,1.785714286,800,22.05480975,557.375086,185.0066875
Cold-formed,50,100,21,10.5,400,23.00061156,550,1261.085125
Cold-formed,50,100,13.33333333,6.666666667,400,20.96680287,556.5925202,915.509375
Cold-formed,50,100,6.666666667,3.333333333,400,19.45560568,559.3454317,465.8485
Cold-formed,50,100,3.571428571,1.785714286,400,18.82342253,557.375086,183.2600156
Cold-formed,100,50,21,10.5,1000,32.30902607,550,1159.03675
Cold-formed,100,50,13.33333333,6.666666667,1000,29.93236077,556.5925202,845.6073125
Cold-formed,100,50,6.666666667,3.333333333,1000,28.2562526,559.3454317,456.158
Cold-formed,100,50,3.571428571,1.785714286,1000,27.56851219,557.375086,185.8664219
Cold-formed,50,100,21,10.5,500,28.75076445,550,1199.73
Cold-formed,50,100,13.33333333,6.666666667,500,26.20850359,556.5925202,874.5776875
Cold-formed,50,100,6.666666667,3.333333333,500,24.3195071,559.3454317,452.04675
Cold-formed,50,100,3.571428571,1.785714286,500,23.52927817,557.375086,181.6009219
Cold-formed,100,50,21,10.5,1210,39.09392155,550,1077.990125
Cold-formed,100,50,13.33333333,6.666666667,1210,36.21815653,556.5925202,793.6765
Cold-formed,100,50,6.666666667,3.333333333,1210,34.19006565,559.3454317,435.9489688
Cold-formed,100,50,3.571428571,1.785714286,1210,33.35789975,557.375086,190.9690469
Cold-formed,50,100,21,10.5,600,34.50091735,550,1127.310125
Cold-formed,50,100,13.33333333,6.666666667,600,31.45020431,556.5925202,831.2551875
Cold-formed,50,100,6.666666667,3.333333333,600,29.18340852,559.3454317,440.2968125
Cold-formed,50,100,3.571428571,1.785714286,600,28.2351338,557.375086,179.391625
Cold-formed,100,50,21,10.5,1410,45.55572676,550,994.302
Cold-formed,100,50,13.33333333,6.666666667,1410,42.20462868,556.5925202,740.2330625
Cold-formed,100,50,6.666666667,3.333333333,1410,39.84131617,559.3454317,411.5913438
Cold-formed,100,50,3.571428571,1.785714286,1410,38.87160219,557.375086,178.7988594
Cold-formed,50,100,21,10.5,700,40.25107024,550,1054.918125
Cold-formed,50,100,13.33333333,6.666666667,700,36.69190503,556.5925202,783.5326875
Cold-formed,50,100,6.666666667,3.333333333,700,34.04730994,559.3454317,419.553875
Cold-formed,50,100,3.571428571,1.785714286,700,32.94098943,557.375086,172.4370156
Cold-formed,100,50,21,10.5,1610,52.01753198,550,914.1475625
Cold-formed,100,50,13.33333333,6.666666667,1610,48.19110084,556.5925202,686.26625
Cold-formed,100,50,6.666666667,3.333333333,1610,45.49256669,559.3454317,384.8543438
Cold-formed,100,50,3.571428571,1.785714286,1610,44.38530463,557.375086,173.5193281
Cold-formed,50,100,21,10.5,800,46.00122313,550,981.7420625
Cold-formed,50,100,13.33333333,6.666666667,800,41.93360574,556.5925202,734.5048125
Cold-formed,50,100,6.666666667,3.333333333,800,38.91121136,559.3454317,403.7498125
Cold-formed,50,100,3.571428571,1.785714286,800,37.64684507,557.375086,170.6840469
Cold-formed,100,50,21,10.5,1810,58.47933719,550,836.9239375
Cold-formed,100,50,13.33333333,6.666666667,1810,54.17757299,556.5925202,635.186
Cold-formed,100,50,6.666666667,3.333333333,1810,51.14381721,559.3454317,359.0554375
Cold-formed,100,50,3.571428571,1.785714286,1810,49.89900707,557.375086,167.2875313
Cold-formed,50,100,21,10.5,900,51.75137602,550,912.3693125
Cold-formed,50,100,13.33333333,6.666666667,900,47.17530646,556.5925202,688.5770625
Cold-formed,50,100,6.666666667,3.333333333,900,43.77511278,559.3454317,382.7081875
Cold-formed,50,100,3.571428571,1.785714286,900,42.3527007,557.375086,159.0203125
Cold-formed,100,50,21,10.5,2010,64.94114241,550,761.3828125
Cold-formed,100,50,13.33333333,6.666666667,2010,60.16404514,556.5925202,583.9811875
Cold-formed,100,50,6.666666667,3.333333333,2010,56.79506773,559.3454317,333.2606875
Cold-formed,100,50,3.571428571,1.785714286,2010,55.4127095,557.375086,160.4045938
Cold-formed,50,100,21,10.5,1000,57.50152891,550,845.069875
Cold-formed,50,100,13.33333333,6.666666667,1000,52.41700718,556.5925202,643.717125
Cold-formed,50,100,6.666666667,3.333333333,1000,48.6390142,559.3454317,362.0014063
Cold-formed,50,100,3.571428571,1.785714286,1000,47.05855633,557.375086,152.8008125
Cold-formed,100,50,21,10.5,2210,71.40294762,550,688.59925
Cold-formed,100,50,13.33333333,6.666666667,2210,66.1505173,556.5925202,534.5109375
Cold-formed,100,50,6.666666667,3.333333333,2210,62.44631825,559.3454317,307.8204063
Cold-formed,100,50,3.571428571,1.785714286,2210,60.92641194,557.375086,152.8553594
Cold-formed,50,100,21,10.5,1100,63.2516818,550,778.8945
Cold-formed,50,100,13.33333333,6.666666667,1100,57.6587079,556.5925202,600.4060625
Cold-formed,50,100,6.666666667,3.333333333,1100,53.50291562,559.3454317,341.1733438
Cold-formed,50,100,3.571428571,1.785714286,1100,51.76441197,557.375086,145.8574219
Cold-formed,100,50,21,10.5,2410,77.86475284,550,618.5353125
Cold-formed,100,50,13.33333333,6.666666667,2410,72.13698945,556.5925202,486.4038125
Cold-formed,100,50,6.666666667,3.333333333,2410,68.09756877,559.3454317,282.7544688
Cold-formed,100,50,3.571428571,1.785714286,2410,66.44011438,557.375086,144.9150469
Cold-formed,50,100,21,10.5,1210,69.57684998,550,707.1268125
Cold-formed,50,100,13.33333333,6.666666667,1210,63.42457869,556.5925202,553.8298125
Cold-formed,50,100,6.666666667,3.333333333,1210,58.85320719,559.3454317,317.9430625
Cold-formed,50,100,3.571428571,1.785714286,1210,56.94085316,557.375086,138.3305469
Cold-formed,100,50,21,10.5,2610,84.32655805,550,553.6105625
Cold-formed,100,50,13.33333333,6.666666667,2610,78.1234616,556.5925202,440.200875
Cold-formed,100,50,6.666666667,3.333333333,2610,73.74881928,559.3454317,258.3944219
Cold-formed,100,50,3.571428571,1.785714286,2610,71.95381682,557.375086,136.1838438
Cold-formed,50,100,21,10.5,1310,75.32700287,550,645.0605625
Cold-formed,50,100,13.33333333,6.666666667,1310,68.6662794,556.5925202,511.6690938
Cold-formed,50,100,6.666666667,3.333333333,1310,63.71710861,559.3454317,296.9782188
Cold-formed,50,100,3.571428571,1.785714286,1310,61.6467088,557.375086,131.5779688
Cold-formed,100,50,21,10.5,2810,90.78836327,550,495.014875
Cold-formed,100,50,13.33333333,6.666666667,2810,84.10993376,556.5925202,397.232
Cold-formed,100,50,6.666666667,3.333333333,2810,79.4000698,559.3454317,235.1169219
Cold-formed,100,50,3.571428571,1.785714286,2810,77.46751926,557.375086,127.0213984
Cold-formed,50,100,21,10.5,1410,81.07715576,550,585.83625
Cold-formed,50,100,13.33333333,6.666666667,1410,73.90798012,556.5925202,471.4727813
Cold-formed,50,100,6.666666667,3.333333333,1410,68.58101003,559.3454317,276.034125
Cold-formed,50,100,3.571428571,1.785714286,1410,66.35256443,557.375086,124.2739063
Cold-formed,100,50,21,10.5,3010,97.25016848,550,443.0410313
Cold-formed,100,50,13.33333333,6.666666667,3010,90.09640591,556.5925202,358.1252188
Cold-formed,100,50,6.666666667,3.333333333,3010,85.05132032,559.3454317,213.4121719
Cold-formed,100,50,3.571428571,1.785714286,3010,82.9812217,557.375086,117.5351094
Cold-formed,50,100,21,10.5,1510,86.82730865,550,530.7131875
Cold-formed,50,100,13.33333333,6.666666667,1510,79.14968084,556.5925202,431.9921563
Cold-formed,50,100,6.666666667,3.333333333,1510,73.44491145,559.3454317,255.8448125
Cold-formed,50,100,3.571428571,1.785714286,1510,71.05842006,557.375086,117.4056328
Cold-formed,100,50,21,10.5,3210,103.7119737,550,397.4306875
Cold-formed,100,50,13.33333333,6.666666667,3210,96.08287806,556.5925202,323.0569375
Cold-formed,100,50,6.666666667,3.333333333,3210,90.70257084,559.3454317,193.5371719
Cold-formed,100,50,3.571428571,1.785714286,3210,88.49492413,557.375086,108.1498203
Cold-formed,50,100,21,10.5,1610,92.57746154,550,480.5679688
Cold-formed,50,100,13.33333333,6.666666667,1610,84.39138156,556.5925202,395.1344688
Cold-formed,50,100,6.666666667,3.333333333,1610,78.30881287,559.3454317,236.3799844
Cold-formed,50,100,3.571428571,1.785714286,1610,75.7642757,557.375086,110.3106797
Cold-formed,100,50,21,10.5,3410,110.1737789,550,357.646625
Cold-formed,100,50,13.33333333,6.666666667,3410,102.0693502,556.5925202,291.9503125
Cold-formed,100,50,6.666666667,3.333333333,3410,96.35382136,559.3454317,175.6210313
Cold-formed,100,50,3.571428571,1.785714286,3410,94.00862657,557.375086,99.19361719
Cold-formed,50,100,21,10.5,1710,98.32761444,550,435.6245625
Cold-formed,50,100,13.33333333,6.666666667,1710,89.63308228,556.5925202,360.9084688
Cold-formed,50,100,6.666666667,3.333333333,1710,83.17271429,559.3454317,217.70025
Cold-formed,50,100,3.571428571,1.785714286,1710,80.47013133,557.375086,103.4079219
Cold-formed,100,50,21,10.5,3620,116.9586744,550,321.3685
Cold-formed,100,50,13.33333333,6.666666667,3620,108.355146,556.5925202,263.2312188
Cold-formed,100,50,6.666666667,3.333333333,3620,102.2876344,559.3454317,158.8600625
Cold-formed,100,50,3.571428571,1.785714286,3620,99.79801413,557.375086,90.43638281
Cold-formed,50,100,21,10.5,1810,104.0777673,550,395.6369063
Cold-formed,50,100,13.33333333,6.666666667,1810,94.87478299,556.5925202,329.7354063
Cold-formed,50,100,6.666666667,3.333333333,1810,88.03661571,559.3454317,200.2782969
Cold-formed,50,100,3.571428571,1.785714286,1810,85.17598696,557.375086,96.88892969
Cold-formed,100,50,21,10.5,3820,123.4204796,550,291.325875
Cold-formed,100,50,13.33333333,6.666666667,3820,114.3416181,556.5925202,239.252
Cold-formed,100,50,6.666666667,3.333333333,3820,107.9388849,559.3454317,144.7384688
Cold-formed,100,50,3.571428571,1.785714286,3820,105.3117166,557.375086,82.81992969
Cold-formed,50,100,21,10.5,1910,109.8279202,550,360.2484375
Cold-formed,50,100,13.33333333,6.666666667,1910,100.1164837,556.5925202,301.6445938
Cold-formed,50,100,6.666666667,3.333333333,1910,92.90051713,559.3454317,184.2234375
Cold-formed,50,100,3.571428571,1.785714286,1910,89.8818426,557.375086,90.41530469
Cold-formed,100,50,21,10.5,4020,129.8822848,550,265.0225313
Cold-formed,100,50,13.33333333,6.666666667,4020,120.3280903,556.5925202,218.1463281
Cold-formed,100,50,6.666666667,3.333333333,4020,113.5901355,559.3454317,132.2285156
Cold-formed,100,50,3.571428571,1.785714286,4020,110.825419,557.375086,75.935375
Cold-formed,50,100,21,10.5,2010,115.5780731,550,328.9635625
Cold-formed,50,100,13.33333333,6.666666667,2010,105.3581844,556.5925202,276.49075
Cold-formed,50,100,6.666666667,3.333333333,2010,97.76441855,559.3454317,169.5797656
Cold-formed,50,100,3.571428571,1.785714286,2010,94.58769823,557.375086,84.57926563
Cold-formed,100,50,21,10.5,4220,136.34409,550,241.89625
Cold-formed,100,50,13.33333333,6.666666667,4220,126.3145624,556.5925202,199.5282813
Cold-formed,100,50,6.666666667,3.333333333,4220,119.241386,559.3454317,121.1417188
Cold-formed,100,50,3.571428571,1.785714286,4220,116.3391214,557.375086,69.75542969
Cold-formed,50,100,21,10.5,2110,121.328226,550,301.27975
Cold-formed,50,100,13.33333333,6.666666667,2110,110.5998851,556.5925202,254.0083281
Cold-formed,50,100,6.666666667,3.333333333,2110,102.62832,559.3454317,156.3544844
Cold-formed,50,100,3.571428571,1.785714286,2110,99.29355386,557.375086,79.04861719
Cold-formed,100,50,21,10.5,4420,142.8058952,550,221.4746406
Cold-formed,100,50,13.33333333,6.666666667,4420,132.3010346,556.5925202,183.0514531
Cold-formed,100,50,6.666666667,3.333333333,4420,124.8926365,559.3454317,111.2997031
Cold-formed,100,50,3.571428571,1.785714286,4420,121.8528239,557.375086,64.21798438
Cold-formed,50,100,21,10.5,2210,127.0783789,550,276.7356875
Cold-formed,50,100,13.33333333,6.666666667,2210,115.8415859,556.5925202,233.9151406
Cold-formed,50,100,6.666666667,3.333333333,2210,107.4922214,559.3454317,144.378125
Cold-formed,50,100,3.571428571,1.785714286,2210,103.9994095,557.375086,73.86986719
Cold-formed,100,50,21,10.5,4620,149.2677005,550,203.7110156
Cold-formed,100,50,13.33333333,6.666666667,4620,138.2875067,556.5925202,168.413875
Cold-formed,100,50,6.666666667,3.333333333,4620,130.543887,559.3454317,102.541
Cold-formed,100,50,3.571428571,1.785714286,4620,127.3665263,557.375086,59.25514844
Cold-formed,50,100,21,10.5,2310,132.8285318,550,254.9071875
Cold-formed,50,100,13.33333333,6.666666667,2310,121.0832866,556.5925202,215.94175
Cold-formed,50,100,6.666666667,3.333333333,2310,112.3561228,559.3454317,133.5926719
Cold-formed,50,100,3.571428571,1.785714286,2310,108.7052651,557.375086,69.15278906
Cold-formed,100,50,21,10.5,4820,155.7295057,550,188.2140781
Cold-formed,100,50,13.33333333,6.666666667,4820,144.2739789,556.5925202,155.3531406
Cold-formed,100,50,6.666666667,3.333333333,4820,136.1951375,559.3454317,94.72028125
Cold-formed,100,50,3.571428571,1.785714286,4820,132.8802288,557.375086,54.80169141
Cold-formed,50,100,21,10.5,2410,138.5786847,550,235.4319844
Cold-formed,50,100,13.33333333,6.666666667,2410,126.3249873,556.5925202,199.8281875
Cold-formed,50,100,6.666666667,3.333333333,2410,117.2200242,559.3454317,123.8788203
Cold-formed,50,100,3.571428571,1.785714286,2410,113.4111208,557.375086,64.66860547
Cold-formed,100,100,26.66666667,13.33333333,150,4.373759705,700,3175.9455
Cold-formed,100,100,20,10,150,4.169459954,700,2485.08475
Cold-formed,100,100,13.33333333,6.666666667,150,3.987256468,701.1386542,1726.70725
Cold-formed,100,100,10,5,150,3.903156608,703.7806321,1304.442375
Cold-formed,100,100,8,4,150,3.854697374,704.6858752,990.628875
Cold-formed,100,100,6.666666667,3.333333333,150,3.823176597,704.9678204,735.5235625
Cold-formed,100,100,5,2.5,150,3.784621729,704.9012767,-1
Cold-formed,100,100,3.555555556,1.777777778,150,3.751939854,704.389319,-1
Cold-formed,100,100,26.66666667,13.33333333,180,5.248511647,700,3066.08775
Cold-formed,100,100,20,10,180,5.003351945,700,2447.1175
Cold-formed,100,100,13.33333333,6.666666667,180,4.784707762,701.1386542,1719.375125
Cold-formed,100,100,10,5,180,4.683787929,703.7806321,1284.14775
Cold-formed,100,100,8,4,180,4.625636849,704.6858752,979.2404375
Cold-formed,100,100,6.666666667,3.333333333,180,4.587811917,704.9678204,771.042125
Cold-formed,100,100,5,2.5,180,4.541546075,704.9012767,481.6236875
Cold-formed,100,100,3.555555556,1.777777778,180,4.502327824,704.389319,261.4532031
Cold-formed,100,100,26.66666667,13.33333333,360,10.49702329,700,2918.459
Cold-formed,100,100,20,10,360,10.00670389,700,2342.00975
Cold-formed,100,100,13.33333333,6.666666667,360,9.569415524,701.1386542,1685.21875
Cold-formed,100,100,10,5,360,9.367575858,703.7806321,1280.21025
Cold-formed,100,100,8,4,360,9.251273698,704.6858752,-1
Cold-formed,100,100,6.666666667,3.333333333,360,9.175623833,704.9678204,719.4335625
Cold-formed,100,100,5,2.5,360,9.083092151,704.9012767,432.223625
Cold-formed,100,100,3.555555556,1.777777778,360,9.004655649,704.389319,237.060625
Cold-formed,100,100,26.66666667,13.33333333,540,15.74553494,700,2839.8215
Cold-formed,100,100,20,10,540,15.01005584,700,2299.041
Cold-formed,100,100,13.33333333,6.666666667,540,14.35412329,701.1386542,1656.38225
Cold-formed,100,100,10,5,540,14.05136379,703.7806321,1269.520375
Cold-formed,100,100,8,4,540,13.87691055,704.6858752,962.9308125
Cold-formed,100,100,6.666666667,3.333333333,540,13.76343575,704.9678204,714.412625
Cold-formed,100,100,5,2.5,540,13.62463823,704.9012767,422.52275
Cold-formed,100,100,3.555555556,1.777777778,540,13.50698347,704.389319,233.7882188
Cold-formed,100,100,26.66666667,13.33333333,720,20.99404659,700,2784.30925
Cold-formed,100,100,20,10,720,20.01340778,700,2253.432
Cold-formed,100,100,13.33333333,6.666666667,720,19.13883105,701.1386542,1618.461375
Cold-formed,100,100,10,5,720,18.73515172,703.7806321,1246.771125
Cold-formed,100,100,8,4,720,18.5025474,704.6858752,951.354625
