Forming,$H$,$B$,$r_o$,$t$,$L_{c}$,$L_{c}/r$,$F_y$,$A_{e}$,$I$,$L_{c}/r$,$N_u (kN)$,Author,Title
Cold-formed,100,100,3.555555556,1.777777778,2330,58.28013239,704.389319,361.6351614,1103386.414,58.28013239,180.1104844,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2510,73.18757907,700,4164.404971,4898077.313,73.18757907,1285.823375,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2510,69.76896324,700,3342.477796,4326049.008,69.76896324,1109.562875,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2510,66.72009157,701.1386542,2374.434576,3360426.364,66.72009157,838.486875,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2510,65.31282057,703.7806321,1835.619449,2711023.079,65.31282057,666.4491875,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2510,64.50193606,704.6858752,1471.134951,2263518.243,64.50193606,548.6876875,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2510,63.97448839,704.9678204,1097.75283,1939988.825,63.97448839,460.4440313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2510,63.32933694,704.9012767,670.1922764,1506305.569,63.32933694,314.3439688,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2510,62.78246022,704.389319,361.6351614,1103386.414,62.78246022,171.721125,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2690,78.43609072,700,4164.404971,4898077.313,78.43609072,1158.386125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2690,74.77231518,700,3342.477796,4326049.008,74.77231518,1006.107813,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2690,71.50479933,701.1386542,2374.434576,3360426.364,71.50479933,764.7260625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2690,69.9966085,703.7806321,1835.619449,2711023.079,69.9966085,609.4518125,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2690,69.12757291,704.6858752,1471.134951,2263518.243,69.12757291,502.9769063,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2690,68.56230031,704.9678204,1097.75283,1939988.825,68.56230031,423.70825,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2690,67.87088301,704.9012767,670.1922764,1506305.569,67.87088301,295.0579063,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2690,67.28478804,704.389319,361.6351614,1103386.414,67.28478804,163.1589219,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,2870,83.68460236,700,4164.404971,4898077.313,83.68460236,1043.474875,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,2870,79.77566713,700,3342.477796,4326049.008,79.77566713,911.171375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,2870,76.2895071,701.1386542,2374.434576,3360426.364,76.2895071,696.236625,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,2870,74.68039642,703.7806321,1835.619449,2711023.079,74.68039642,556.1605,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,2870,73.75320976,704.6858752,1471.134951,2263518.243,73.75320976,459.7785625,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,2870,73.15011223,704.9678204,1097.75283,1939988.825,73.15011223,388.4033125,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,2870,72.41242909,704.9012767,670.1922764,1506305.569,72.41242909,275.1210625,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,2870,71.78711586,704.389319,361.6351614,1103386.414,71.78711586,154.5931406,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3050,88.93311401,700,4164.404971,4898077.313,88.93311401,941.650375,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3050,84.77901907,700,3342.477796,4326049.008,84.77901907,825.201,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3050,81.07421486,701.1386542,2374.434576,3360426.364,81.07421486,633.3415,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3050,79.36418435,703.7806321,1835.619449,2711023.079,79.36418435,506.9299375,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3050,78.37884661,704.6858752,1471.134951,2263518.243,78.37884661,419.6722188,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3050,77.73792414,704.9678204,1097.75283,1939988.825,77.73792414,355.2715313,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3050,76.95397517,704.9012767,670.1922764,1506305.569,76.95397517,255.1488594,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3050,76.28944369,704.389319,361.6351614,1103386.414,76.28944369,146.1103281,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3230,94.18162566,700,4164.404971,4898077.313,94.18162566,852.1191875,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3230,89.78237102,700,3342.477796,4326049.008,89.78237102,748.6293125,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3230,85.85892262,701.1386542,2374.434576,3360426.364,85.85892262,576.19125,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3230,84.04797228,703.7806321,1835.619449,2711023.079,84.04797228,461.90925,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3230,83.00448346,704.6858752,1471.134951,2263518.243,83.00448346,382.9030938,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3230,82.32573606,704.9678204,1097.75283,1939988.825,82.32573606,324.7529688,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3230,81.49552124,704.9012767,670.1922764,1506305.569,81.49552124,236.0705,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3230,80.79177151,704.389319,361.6351614,1103386.414,80.79177151,137.818625,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3410,99.4301373,700,4164.404971,4898077.313,99.4301373,773.577375,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3410,94.78572296,700,3342.477796,4326049.008,94.78572296,680.9294375,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3410,90.64363038,701.1386542,2374.434576,3360426.364,90.64363038,525.1608125,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3410,88.73176021,703.7806321,1835.619449,2711023.079,88.73176021,421.459625,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3410,87.6301203,704.6858752,1471.134951,2263518.243,87.6301203,349.7404063,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3410,86.91354798,704.9678204,1097.75283,1939988.825,86.91354798,297.0781563,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3410,86.03706732,704.9012767,670.1922764,1506305.569,86.03706732,218.1914219,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3410,85.29409934,704.389319,361.6351614,1103386.414,85.29409934,129.7385,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3590,104.678649,700,4164.404971,4898077.313,104.678649,704.67275,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3590,99.78907491,700,3342.477796,4326049.008,99.78907491,621.2235,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3590,95.42833814,701.1386542,2374.434576,3360426.364,95.42833814,479.8776875,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3590,93.41554814,703.7806321,1835.619449,2711023.079,93.41554814,385.4489688,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3590,92.25575715,704.6858752,1471.134951,2263518.243,92.25575715,320.0969375,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3590,91.50135989,704.9678204,1097.75283,1939988.825,91.50135989,272.2073438,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3590,90.57861339,704.9012767,670.1922764,1506305.569,90.57861339,201.5313594,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3590,89.79642716,704.389319,361.6351614,1103386.414,89.79642716,121.9539063,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3770,109.9271606,700,4164.404971,4898077.313,109.9271606,644.075125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3770,104.7924269,700,3342.477796,4326049.008,104.7924269,568.51325,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3770,100.2130459,701.1386542,2374.434576,3360426.364,100.2130459,439.7353438,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3770,98.09933607,703.7806321,1835.619449,2711023.079,98.09933607,353.43575,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3770,96.881394,704.6858752,1471.134951,2263518.243,96.881394,293.67225,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3770,96.08917181,704.9678204,1097.75283,1939988.825,96.08917181,249.9548125,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3770,95.12015947,704.9012767,670.1922764,1506305.569,95.12015947,186.1906563,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3770,94.29875499,704.389319,361.6351614,1103386.414,94.29875499,114.5167188,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,3950,115.1756722,700,4164.404971,4898077.313,115.1756722,590.601,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,3950,109.7957788,700,3342.477796,4326049.008,109.7957788,521.8575313,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,3950,104.9977537,701.1386542,2374.434576,3360426.364,104.9977537,404.082375,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,3950,102.783124,703.7806321,1835.619449,2711023.079,102.783124,324.9579063,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,3950,101.5070309,704.6858752,1471.134951,2263518.243,101.5070309,270.1285,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,3950,100.6769837,704.9678204,1097.75283,1939988.825,100.6769837,230.0583438,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,3950,99.66170554,704.9012767,670.1922764,1506305.569,99.66170554,172.1404688,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,3950,98.80108281,704.389319,361.6351614,1103386.414,98.80108281,107.4076719,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4120,120.1325999,700,4164.404971,4898077.313,120.1325999,545.7355,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4120,114.5211667,700,3342.477796,4326049.008,114.5211667,482.6221875,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4120,109.5166443,701.1386542,2374.434576,3360426.364,109.5166443,374.02225,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4120,107.2067015,703.7806321,1835.619449,2711023.079,107.2067015,300.917125,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4120,105.8756879,704.6858752,1471.134951,2263518.243,105.8756879,250.2340625,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4120,105.0099172,704.9678204,1097.75283,1939988.825,105.0099172,213.2083438,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4120,103.9509435,704.9012767,670.1922764,1506305.569,103.9509435,160.0572813,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4120,103.0532813,704.389319,361.6351614,1103386.414,103.0532813,101.0811484,FE Data from Gardner's Group,
Cold-formed,100,100,26.66666667,13.33333333,4300,125.3811116,700,4164.404971,4898077.313,125.3811116,503.3753125,FE Data from Gardner's Group,
Cold-formed,100,100,20,10,4300,119.5245187,700,3342.477796,4326049.008,119.5245187,445.5151875,FE Data from Gardner's Group,
Cold-formed,100,100,13.33333333,6.666666667,4300,114.3013521,701.1386542,2374.434576,3360426.364,114.3013521,345.5369063,FE Data from Gardner's Group,
Cold-formed,100,100,10,5,4300,111.8904894,703.7806321,1835.619449,2711023.079,111.8904894,278.1105,FE Data from Gardner's Group,
Cold-formed,100,100,8,4,4300,110.5013247,704.6858752,1471.134951,2263518.243,110.5013247,231.3419531,FE Data from Gardner's Group,
Cold-formed,100,100,6.666666667,3.333333333,4300,109.5977291,704.9678204,1097.75283,1939988.825,109.5977291,197.1879375,FE Data from Gardner's Group,
Cold-formed,100,100,5,2.5,4300,108.4924896,704.9012767,670.1922764,1506305.569,108.4924896,148.4364844,FE Data from Gardner's Group,
Cold-formed,100,100,3.555555556,1.777777778,4300,107.5556091,704.389319,361.6351614,1103386.414,107.5556091,94.8154375,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,150,4.846353911,700,2425.08177,2323157.496,4.846353911,1852.759875,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,150,4.489854115,700,1707.767909,1906105.377,4.489854115,1244.14575,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,150,4.23843789,704.60028,859.8627743,1160976.479,4.23843789,601.27625,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,150,4.135276829,704.9652909,335.92866,677278.8067,4.135276829,232.5951094,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,150,8.625229336,700,2425.08177,733445.0845,8.625229336,1851.304875,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,150,7.862551077,700,1707.767909,621561.9308,7.862551077,1250.529,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,150,7.295852131,704.60028,860.1122778,391816.7712,7.295852131,604.679125,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,150,7.05878345,704.9652909,335.9677355,232443.2528,7.05878345,235.11475,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,180,5.815624693,700,2425.08177,2323157.496,5.815624693,1754.826,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,180,5.387824938,700,1707.767909,1906105.377,5.387824938,1236.7955,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,180,5.086125468,704.60028,859.8627743,1160976.479,5.086125468,603.8495,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,180,4.962332194,704.9652909,335.92866,677278.8067,4.962332194,235.5200469,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,90,5.175137602,700,2425.08177,733445.0845,5.175137602,1869.427625,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,90,4.717530646,700,1707.767909,621561.9308,4.717530646,1271.766,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,90,4.377511278,704.60028,860.1122778,391816.7712,4.377511278,631.692625,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,90,4.23527007,704.9652909,335.9677355,232443.2528,4.23527007,258.3104063,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,360,11.63124939,700,2425.08177,2323157.496,11.63124939,1694.784375,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,360,10.77564988,700,1707.767909,1906105.377,10.77564988,1199.543625,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,360,10.17225094,704.60028,859.8627743,1160976.479,10.17225094,577.307875,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,360,9.924664389,704.9652909,335.92866,677278.8067,9.924664389,223.6088906,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,180,10.3502752,700,2425.08177,733445.0845,10.3502752,1702.12625,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,180,9.435061292,700,1707.767909,621561.9308,9.435061292,1210.081125,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,180,8.755022557,704.60028,860.1122778,391816.7712,8.755022557,579.69,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,180,8.47054014,704.9652909,335.9677355,232443.2528,8.47054014,233.4134375,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,540,17.44687408,700,2425.08177,2323157.496,17.44687408,1652.878375,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,540,16.16347481,700,1707.767909,1906105.377,16.16347481,1174.13725,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,540,15.2583764,704.60028,859.8627743,1160976.479,15.2583764,581.0455,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,540,14.88699658,704.9652909,335.92866,677278.8067,14.88699658,223.0884375,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,270,15.52541281,700,2425.08177,733445.0845,15.52541281,1676.02925,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,270,14.15259194,700,1707.767909,621561.9308,14.15259194,1190.951625,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,270,13.13253384,704.60028,860.1122778,391816.7712,13.13253384,576.3254375,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,270,12.70581021,704.9652909,335.9677355,232443.2528,12.70581021,226.9475313,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,720,23.26249877,700,2425.08177,2323157.496,23.26249877,1593.117125,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,720,21.55129975,700,1707.767909,1906105.377,21.55129975,1136.597625,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,720,20.34450187,704.60028,859.8627743,1160976.479,20.34450187,579.9476875,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,720,19.84932878,704.9652909,335.92866,677278.8067,19.84932878,224.8160469,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,360,20.70055041,700,2425.08177,733445.0845,20.70055041,1629.38,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,360,18.87012258,700,1707.767909,621561.9308,18.87012258,1165.64175,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,360,17.51004511,704.60028,860.1122778,391816.7712,17.51004511,570.2500625,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,360,16.94108028,704.9652909,335.9677355,232443.2528,16.94108028,223.5328281,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,900,29.07812347,700,2425.08177,2323157.496,29.07812347,1509.12,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,900,26.93912469,700,1707.767909,1906105.377,26.93912469,1085.132375,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,900,25.43062734,704.60028,859.8627743,1160976.479,25.43062734,568.660875,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,900,24.81166097,704.9652909,335.92866,677278.8067,24.81166097,223.0081875,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,450,25.87568801,700,2425.08177,733445.0845,25.87568801,1552.967,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,450,23.58765323,700,1707.767909,621561.9308,23.58765323,1123.33925,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,450,21.88755639,704.60028,860.1122778,391816.7712,21.88755639,562.2653125,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,450,21.17635035,704.9652909,335.9677355,232443.2528,21.17635035,220.7440156,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1080,34.89374816,700,2425.08177,2323157.496,34.89374816,1409.722,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1080,32.32694963,700,1707.767909,1906105.377,32.32694963,1026.28725,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1080,30.51675281,704.60028,859.8627743,1160976.479,30.51675281,552.5576875,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1080,29.77399317,704.9652909,335.92866,677278.8067,29.77399317,228.7252188,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,540,31.05082561,700,2425.08177,733445.0845,31.05082561,1473.403125,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,540,28.30518388,700,1707.767909,621561.9308,28.30518388,1072.185875,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,540,26.26506767,704.60028,860.1122778,391816.7712,26.26506767,553.5311875,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,540,25.41162042,704.9652909,335.9677355,232443.2528,25.41162042,216.8198125,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1260,40.70937285,700,2425.08177,2323157.496,40.70937285,1305.854375,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1260,37.71477457,700,1707.767909,1906105.377,37.71477457,960.9061875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1260,35.60287828,704.60028,859.8627743,1160976.479,35.60287828,526.6185625,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1260,34.73632536,704.9652909,335.92866,677278.8067,34.73632536,229.0252656,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,630,36.22596321,700,2425.08177,733445.0845,36.22596321,1379.500125,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,630,33.02271452,700,1707.767909,621561.9308,33.02271452,1014.599438,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,630,30.64257895,704.60028,860.1122778,391816.7712,30.64257895,531.948875,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,630,29.64689049,704.9652909,335.9677355,232443.2528,29.64689049,214.0659844,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1430,46.20190729,700,2425.08177,2323157.496,46.20190729,1203.860625,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1430,42.8032759,700,1707.767909,1906105.377,42.8032759,894.3038125,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1430,40.40644122,704.60028,859.8627743,1160976.479,40.40644122,497.8171875,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1430,39.42297243,704.9652909,335.92866,677278.8067,39.42297243,211.5024219,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,720,41.40110081,700,2425.08177,733445.0845,41.40110081,1283.272,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,720,37.74024517,700,1707.767909,621561.9308,37.74024517,952.75325,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,720,35.02009023,704.60028,860.1122778,391816.7712,35.02009023,509.497125,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,720,33.88216056,704.9652909,335.9677355,232443.2528,33.88216056,202.7986875,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1610,52.01753198,700,2425.08177,2323157.496,52.01753198,1098.900375,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1610,48.19110084,700,1707.767909,1906105.377,48.19110084,825.5546875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1610,45.49256669,704.60028,859.8627743,1160976.479,45.49256669,464.5980625,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1610,44.38530463,704.9652909,335.92866,677278.8067,44.38530463,204.4446719,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,810,46.57623842,700,2425.08177,733445.0845,46.57623842,1190.49225,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,810,42.45777582,700,1707.767909,621561.9308,42.45777582,891.34525,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,810,39.39760151,704.60028,860.1122778,391816.7712,39.39760151,486.4539688,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,810,38.11743063,704.9652909,335.9677355,232443.2528,38.11743063,200.2318125,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1790,57.83315667,700,2425.08177,2323157.496,57.83315667,996.0473125,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1790,53.57892577,700,1707.767909,1906105.377,53.57892577,757.93975,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1790,50.57869215,704.60028,859.8627743,1160976.479,50.57869215,431.2430625,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1790,49.34763682,704.9652909,335.92866,677278.8067,49.34763682,196.6860781,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,900,51.75137602,700,2425.08177,733445.0845,51.75137602,1098.322875,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,900,47.17530646,700,1707.767909,621561.9308,47.17530646,833.8365625,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,900,43.77511278,704.60028,860.1122778,391816.7712,43.77511278,460.8064688,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,900,42.3527007,704.9652909,335.9677355,232443.2528,42.3527007,184.3557969,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,1970,63.64878137,700,2425.08177,2323157.496,63.64878137,896.8295,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,1970,58.96675071,700,1707.767909,1906105.377,58.96675071,692.042125,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,1970,55.66481762,704.60028,859.8627743,1160976.479,55.66481762,397.5734063,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,1970,54.30996902,704.9652909,335.92866,677278.8067,54.30996902,188.1797969,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,990,56.92651362,700,2425.08177,733445.0845,56.92651362,1008.441813,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,990,51.89283711,700,1707.767909,621561.9308,51.89283711,774.6776875,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,990,48.15262406,704.60028,860.1122778,391816.7712,48.15262406,435.160125,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,990,46.58797077,704.9652909,335.9677355,232443.2528,46.58797077,175.9397969,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,2150,69.46440606,700,2425.08177,2323157.496,69.46440606,802.809125,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,2150,64.35457565,700,1707.767909,1906105.377,64.35457565,627.947875,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,2150,60.75094309,704.60028,859.8627743,1160976.479,60.75094309,364.9140625,FE Data from Gardner's Group,
Cold-formed,100,50,3.571428571,1.785714286,2150,59.27230121,704.9652909,335.92866,677278.8067,59.27230121,178.9373906,FE Data from Gardner's Group,
Cold-formed,50,100,21,10.5,1080,62.10165122,700,2425.08177,733445.0845,62.10165122,920.76575,FE Data from Gardner's Group,
Cold-formed,50,100,13.33333333,6.666666667,1080,56.61036775,700,1707.767909,621561.9308,56.61036775,717.761,FE Data from Gardner's Group,
Cold-formed,50,100,6.666666667,3.333333333,1080,52.53013534,704.60028,860.1122778,391816.7712,52.53013534,408.0754688,FE Data from Gardner's Group,
Cold-formed,50,100,3.571428571,1.785714286,1080,50.82324084,704.9652909,335.9677355,232443.2528,50.82324084,166.6872656,FE Data from Gardner's Group,
Cold-formed,100,50,21,10.5,2330,75.28003075,700,2425.08177,2323157.496,75.28003075,715.02775,FE Data from Gardner's Group,
Cold-formed,100,50,13.33333333,6.666666667,2330,69.74240059,700,1707.767909,1906105.377,69.74240059,567.118375,FE Data from Gardner's Group,
Cold-formed,100,50,6.666666667,3.333333333,2330,65.83706856,704.60028,859.8627743,1160976.479,65.83706856,333.147375,FE Data from Gardner's Group,
